description,url,localisation,prix,agence,titre,infos
"75002 PARIS - RUE SAINT - DENIS - Metro Reaumur Sebastopol. Situe au 3eme etage d'un immeuble ancien (parties communes votees), 2 pieces de 55.37m2 refait a neuf entierement en 2014 comprenant une entree, un sejour de 27,68 m2 avec cuisine ouverte, une chambre sur cour, une salle d'eau, un WC separe, Bel appartement lumineux. Une cave complete ce bien. Copropriete : Nb de lots : 42 Budget previsionnel a la charge du vendeur : 1731.44 /an",http://www.explorimmo.com/annonce-6589640.html,Paris 2eme,470000,Century 21 Alpha Marais,"Vente appartement 2 pieces 55,37 m2","Nombre de pieces : 2, Surface : 55,37 m2, Nombre de chambres : 1, Etage : 3, Energie : NC, GES : NC"
"AGENCE DIRECTE 3.9% SEULEMENT!!! RUE MONTORGUEIL 75002, Pied a terre au dernier etage sans ascenseur d'un immeuble bien tenu. Piece a vivre de 9.80m2 au sol (carrez 6.60m2) avec kitchenette et douche. WC ferme a clef sur le palier. Aucun travaux a prevoir. Localisation de ce bien disponible sur www.agencedirecte.com dont 5.73 % honoraires TTC a la charge de l'acquereur. Copropriete de 28 lots Charges annuelles : 348 euros.",http://www.explorimmo.com/annonce-6609594.html,"Paris 2eme,",89870,"Agence Directe 3,9% Frais Reduits",Vente studio,"Nombre de pieces : 1, Surface : NC, Etage : 6, Digicode : oui, Energie : E (322), GES : C (16)"
"Rue Sainte Anne, entre les Metros Opera, Pyramide, Bourse et 4 Septembre, a louer au 3eme etage avec ascenseur d'un imeuble de standing, bureaux de 212 m2, comprenant : entree sur un grand open-space cloisonne en trois espaces en L eclaire par neuf fenetres, un bureau ou salle de reunion, sanitaires et cuisine. Parquet. Climatisation. Cablage informatique. Bail 3/6/9 ans. Disponible de suite. Prestations : Ascenseur;Climatisation;Parquet;Cablage informatique",http://www.explorimmo.com/annonce-6626976.html,Paris 2eme,Prix NC,Consult'im,Vente divers 4 pieces 212 m2,"Nombre de pieces : 4, Surface : 212 m2, Nombre de chambres : 3, Exposition : Non precise, Energie : NC, GES : NC"
"Paris 2eme - Ligne directe 01 53 00 98 98 - Au deuxieme etage, 2 pieces de 53m2 en tres bon etat qui comprend : sejour avec cuisine ouverte, chambre sur cour, salle de bain, dressing. Lumineux et vue degagee. Proche transports (ligne 4, 8, 9). Une cave. Bien soumis au statut de la copropriete. Quote-part du budget previsionnel annuel 1636. 1 lot. Copropriete : Nb de lots : 20 Budget previsionnel a la charge du vendeur : 1500.0 /an",http://www.explorimmo.com/annonce-6647154.html,Paris 2eme,455000,Fortis Immo Paris 1 (century 21),Vente appartement 2 pieces 52 m2,"Nombre de pieces : 2, Surface : 52 m2, Nombre de chambres : 1, Etage : 2, Energie : A (10), GES : G (328)"
AGENCE DIRECTE 3.9% seulement !!! Place de parking en deuxieme sous-sol d'une copropriete surveillee en plein coeur de PARIS 02 Localisation de ce bien disponible sur www.agencedirecte.com dont 9.74 % honoraires TTC a la charge de l'acquereur. Copropriete de 300 lots.,http://www.explorimmo.com/annonce-5795778.html,"Paris 2eme,",54870,"Agence Directe 3,9% Frais Reduits",Vente parking 2 m2,"Surface : 2 m2, Energie : NC, GES : NC"
"PARIS 2EME - SQUARE LOUVOIS - Rue de Richelieu - Superbe appartement familial beneficiant d'un beau balcon-terrasse de 11m2. Baigne de soleil, traversant sur rue et cour. Au 5eme etage avec ascenseur. Copropriete en parfait etat. Faibles charges! A saisir! Bien soumis au statut de la copropriete. 2 lots / 12. Quote part de 2250/an. Copropriete : Nb de lots : 35 Budget previsionnel a la charge du vendeur : 2235.0 /an",http://www.explorimmo.com/annonce-6659386.html,Paris 2eme,1210000,Fortis Immo Paris 1 (century 21),Vente appartement 4 pieces 111 m2,"Nombre de pieces : 4, Surface : 111 m2, Nombre de chambres : 3, Etage : 5, Energie : NC, GES : NC"
"Situe a deux pas de la rue Montorgueil et des Grands Boulevards, Studio de 34 m2 au 2eme etage sans ascenseur, compose d'un grand sejour avec chambre, poutres apparentes, parquet au sol, une cuisine ouverte et entierement equipee, d'une salle d'eau et d'un W.C separe. calme.",http://www.explorimmo.com/annonce-6626850.html,Paris 2eme,288750,Jsb,Vente studio 34 m2,"Nombre de pieces : 1, Surface : 34 m2, Etage : 2, Exposition : Non precise, Salle d'eau : oui, Energie : E (270), GES : B (8)"
"BEAUREGARD / BONNE NOUVELLEExclusivite:Situe au 3eme et dernier etage dans un immeuble ancien, charmant 2 pieces en parfait etat, comprenant une entree, une cuisine equipee et amenagee, un bureau ou salle a manger, un grand sejour avec cheminee, une salle d'eau avec WC. Tres calme et lumineux. Prestations de qualite. Copropriete de 30 lots, contribution annuelle aux charges courantes de 984 LAFORET PRESTIGE PARIS 6 - REGULATED BY RICS",http://www.explorimmo.com/annonce-6305608.html,"Paris 2eme,",344000,Laforet Prestige,"Vente appartement 2 pieces 32,6 m2","Nombre de pieces : 2, Surface : 32,6 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Digicode : oui, Salle de bain : oui, Energie : E (275), GES : C (15)"
"VENTE APPARTEMENT 3 CHAMBRES, BALCON FILANT - PARIS 2 - SQUARE LOUVOIS Appartement renove de 98 m2, au 5eme etage avec vue degagee. Il comprend une entree, une cuisine independante equipee, un salon/salle a manger, 3 chambres, une salle de bains, wc independant. Un balcon filant de 10 m2 et une cave completent ce bien. Appartement a vendre - presente par BARNES, agence immobiliere de prestige Paris 2eme",http://www.explorimmo.com/annonce-6671368.html,Paris 2eme,1210000,Barnes Saint-honore,Vente appartement 4 pieces 98 m2,"Nombre de pieces : 4, Surface : 98 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Etage : 5, Exposition : Non precise, Ascenseur : oui, Cheminee : oui, Salle de bain : oui, Energie : NC, GES : NC"
"75002 Paris - Metro Sentier - Appartement 3 pieces de 64m2. A deux pas de la place du Caire, au 2eme etage sans ascenseur d'un immeuble ancien bien tenu, appartement 3 pieces a refaire: salon, 2 chambres (ou 1 chambre, salle a manger), cuisine, salle d'eau avec WC. Clair et calme. Travaux a prevoir. Au coeur de Paris!",http://www.explorimmo.com/annonce-6576128.html,"Paris 2eme,",545000,Connexion Saint Vincent,"Vente appartement 3 pieces 63,32 m2","Nombre de pieces : 3, Surface : 63,32 m2, Nombre de chambres : 2, Etage : 2, Energie : NC, GES : NC"
"Bourse / Palais Royal. Bel appartement familial ou/et pied a terre dans un immeuble de standing restructure, au cinquieme etage avec 4 porte fenetres sur balcon 10 m2, comprenant une grande entree, sejour 30 m2, grande cuisine separee, 3 chambres, salle de bains avec WC, WC separe. Double exposition ouest-est. Tres clair. Parquet chene. Cheminee. Cave. Copropriete de 14 lots Charges annuelles : 2300 euros.",http://www.explorimmo.com/annonce-6679580.html,Paris 2eme,1210000,Era Beaubourg G.t.i.,Vente appartement 4 pieces 98 m2,"Nombre de pieces : 4, Surface : 98 m2, Nombre de chambres : 3, Etage : 5, Energie : NC, GES : NC"
"Appartement de charme en etage eleve, situe dans une rue calme proches des animations des grands boulevards. Cet appartement se compose d'un plan en etoile lui offrant une distribution parfaite. Il se compose d'une entree, une salle a manger modulable en chambre, un salon, une cuisine equipee dinatoire, une salle de bains et un WC separe. Ideal pour de l'investissement locatif du a son emplacement privilegie, et son etat. Pas de travaux a prevoir, une visite s'impose !!",http://www.explorimmo.com/annonce-6701482.html,"Paris 2eme,",825000,Agence Champs Elysees,Vente appartement 3 pieces 86 m2,"Nombre de pieces : 3, Surface : 86 m2 (loi carrez), Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Gaz, Statut : libre, Etage : 4, Exposition : Est, Ascenseur : oui, Cave : oui, Salle de bain : oui, Visiophone : oui, Energie : E (258), GES : E (44)"
"Paris 2eme - REAUMUR/MONTORGUEIL- En etage eleve (sans ascenseur) , appartement de charme de 65 m2. Entree, sejour de 37 m2 expose sud, chambre de 11 m2, cuisine separee, salle d'eau et wc separes. Poutres apparentes, tomettes et parquet. Grande luminosite, nombreuses fenetres. Calme sur cour degagee.",http://www.explorimmo.com/annonce-5144750.html,"Paris 2eme,",535000,L'agence Confidentielle,"Vente appartement 3 pieces 65,1 m2","Nombre de pieces : 3, Surface : 65,1 m2, Nombre de chambres : 1, Etage : 5, Cave : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : D (226), GES : E (53)"
"PARIS 2 EME- A l'oree de Montorgueil - Rue de Mulhouse - Ligne directe 01 44 88 68 68 - Au sein d'un immeuble ancien datant de l'epoque de Napoleon III, laissez-vous seduire par un appartement de type 2 pieces calme et lumineux compose d'une entree avec coin bureau, d'un double sejour avec cuisine ouverte entierement equipee et amenagee, d'une chambre spacieuse avec dressing, d'une salle de bains avec baignoire et douche et d'un wc separe avec lave-main. Belle hauteur sous plafond 3m10. Au calme",http://www.explorimmo.com/annonce-6711208.html,Paris 2eme,638000,Fortis Immo Paris 1 (century 21),"Vente appartement 2 pieces 57,65 m2","Nombre de pieces : 2, Surface : 57,65 m2, Nombre de chambres : 1, Etage : 1, Energie : C (143), GES : D (33)"
"Paris 2eme - REAUMUR/MONTORGUEIL- En etage eleve (sans ascenseur) , appartement de charme de 65 m2. Entree, sejour de 37 m2 expose sud, chambre de 11 m2, cuisine separee, salle d'eau et wc separes. Poutres apparentes, tomettes et parquet. Grande luminosite, nombreuses fenetres. Calme sur cour degagee.",http://www.explorimmo.com/annonce-4466910.html,"Paris 2eme,",535000,L'agence Confidentielle,"Vente appartement 3 pieces 65,1 m2","Nombre de pieces : 3, Surface : 65,1 m2, Nombre de chambres : 1, Etage : 5, Cave : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : D (226), GES : E (53)"
"Paris 2 - Montorgueil. L'agence Sotheby's vous propose un vrai 3 pieces de 53 m2, situe au 5e etage ascenseur d'un immeuble typique du quartier, rue Saint-Sauveur. L'appartement se compose ainsi : entree avec fenetre, vaste sejour avec cuisine US equipee et amenagee, deux chambres avec rangements, une salle de bain/WC. Lumineux, en tres bon etat, aucune perte d'espace, poutres et pierres apparentes. Cet appartement est tres calme tout en etant a une minute de tous les commerces de la rue Montorgueil",http://www.explorimmo.com/annonce-6739906.html,"Paris 2eme,",633000,Paris Ouest Sotheby?s International Realty,Vente appartement 3 pieces 53 m2,"Nombre de pieces : 3, Surface : 53 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Etage : 5, Ascenseur : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Paris II - M Sentier - Idealement situe rue reaumur (quasi angle rue Montorgueil), dans un bel immeuble, 2 pieces au 5eme etage sans asc (30 m2 surface hab - 26 m2 lc) comprenant une piece a vivre avec cusine americaine equipee, une chambre, une salle d'eau avec wc - tres bon etat - au calme sur cour avec vue degagee plein sud !! Ideal pied a terre ou investisseurs ! A saisir",http://www.explorimmo.com/annonce-5101112.html,Paris 2eme,298000,Terrasse & Cie Immobilier,Vente appartement 2 pieces 32 m2,"Nombre de pieces : 2, Surface : 32 m2, Nombre de chambres : 1, Etage : 5, Cave : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : E (255), GES : E (55)"
"Paris II - Rue Bachaumont - 2/3 pieces d'exception - Terrasse & Cie vous propose ce magnifique 2/3 pieces d'une surface de 58 m2 Lc situe au cur du quartier Montorgueil - Il se compose d'un spacieux sejour plein sud avec cheminee, d'une cuisine americaine entierement equipee, d'une chambre sur cour, d'une salle d'eau, ainsi que d'un wc separe - Prestations de qualite - Materiaux haut de gamme - Traversant - Immeuble de standing en PDT - Calme - Lumineux - Grande Cave - Emplacement tres recherche - Rare",http://www.explorimmo.com/annonce-6750564.html,"Paris 2eme,",690000,Terrasse & Cie Immobilier,Vente appartement 3 pieces 60 m2,"Nombre de pieces : 3, Surface : 60 m2, Nombre de chambres : 1, Etage : 2, Ascenseur : oui, Cave : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : E (245), GES : E (50)"
"Quartier Montorgeuil , Sentier, dans tres bel immeuble XVIII ieme siecle, appartement de 135 m2 au 2 etage compose actuellement d'un grand salon et deux chambres (possibilite 3 chambre). Hauteur sous plafond 3,25 m, parquet , moulures. Lumiere traversante. Immeuble entierement rehabilite, tres belles parties communes. Gardiens Possibilite location parking",http://www.explorimmo.com/annonce-6752240.html,"Paris 2eme,",1430000,Manestel,Vente appartement 4 pieces 135 m2,"Nombre de pieces : 4, Surface : 135 m2, Nombre de chambres : 3, Etage : 2, Ascenseur : oui, Interphone : oui, Energie : NC, GES : NC"
"PARIS IIeme - OPERA - RUE MICHODIERE - Efficity, l'Agence qui estime votre bien en ligne, vous propose ce 3 Pieces de 63,12 M2 Loi Carrez, au 4eme etage cote cour et tres AU CALME.Cet appartement se compose d'une entree, d'un vaste sejour, d'une cuisine (possibilite d'ouvrir), de 2 chambres, de nombreux placards, une salle de bain et d'un wc. Metro OPERA et 4 septembre. Ainsi que des commerces.---------------------Efficity propose you this rare apartment of 64M2 on the 4th floor without lift with",http://www.explorimmo.com/annonce-6760684.html,"Paris 2eme,",625000,Efficity,Vente appartement 3 pieces 64 m2,"Nombre de pieces : 3, Surface : 64 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Etage : 4, Salle de bain : oui, Energie : F (340), GES : C (18)"
"PARIS IIeme - LUMINEUX - CALME - efficity l'agence immobiliere qui estime votre bien en ligne vous propose ce studio de 10.66 M2 loi carrez se composant d'une piece principale avec coin cuisine equipe, d'une salle d'eau avec wc, de placards. A proximite immediate des transports: Metro Reaumur Sebastopol et Strasbourg St Denis. Et au pied des commerces. ASSOUS Cedric 06.19.81.61.61Efficity SA, au capital de 270 983  -Carte professionnelle T 12024 delivree par la Prefecture de police de Paris -Siege",http://www.explorimmo.com/annonce-6767544.html,"Paris 2eme,",99000,Efficity,Vente studio 11 m2,"Nombre de pieces : 1, Surface : 11 m2, Type de chauffage : Chauffage electrique, Etage : 6, Exposition : Non precise, Energie : F, GES : C"
"Paris 75002 Passage Lemoineoine local ideal pour une moto, ferme, donne sur une cour Contacter Sterenn Moisson 06 11 14 25 45 Agence ERA",http://www.explorimmo.com/annonce-6774638.html,Paris 2eme,13200,Era Beaubourg G.t.i.,Vente parking 5 m2,"Surface : 5 m2, Energie : D, GES : D"
"Rue Montorgueil. Appartement / Loft avec 3,5 m de hauteur sous plafond et sejour de 36 m2, chambre en mezzanine. Beaucoup de charme. dont 3.33 % honoraires TTC a la charge de l'acquereur.",http://www.explorimmo.com/annonce-3057964.html,Paris 2eme,620000,Era Beaubourg G.t.i.,Vente studio 64 m2,"Nombre de pieces : 1, Surface : 64 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Etage : 2, Cave : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Situe a deux pas de la rue Montorgueil, Appartement de 55 m2 au 3eme etage sans ascenseur, entierement sur cour, compose d'un grand sejour, d'une chambre, d'une cuisine, d'une salle de bain et d'un W.C separe. Possibilite de creer une chambre suplementaire. tres clair et calme. Cave.",http://www.explorimmo.com/annonce-6504454.html,Paris 2eme,499000,Jsb,Vente appartement 3 pieces 55 m2,"Nombre de pieces : 3, Surface : 55 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Type de chauffage : Gaz, Etage : 3, Exposition : Non precise, Cave : oui, Salle de bain : oui, Energie : D (195), GES : E (45)"
"PARIS 2EME - LOUVOIS - Ligne directe 01 40 20 93 95 - Dans un bel immeuble au 5eme etage, studio de 17,14m2 avec cuisine americaine, sur cour, au calme et lumineux ! A voir rapidement ! Bien soumis au statut de la copropriete. 1/43 lots. Quote-part budget previsionnel de 612 . Aucune procedure. Copropriete : Nb de lots : 1 Budget previsionnel a la charge du vendeur : 612.0 /an",http://www.explorimmo.com/annonce-6814956.html,Paris 2eme,190000,Fortis Immo Paris 1 (century 21),"Vente studio 17,14 m2","Nombre de pieces : 1, Surface : 17,14 m2, Nombre de chambres : 1, Etage : 5, Energie : NC, GES : NC"
"Paris 02 REAUMUR SEBASTOPOL. Ligne directe 01 53 00 98 98. Situe au 3eme etage d'un bel immeuble en pierre de taille avec ascenseur, nous vous proposons cet appartement familiale de 4 pieces en tres bon etat. Il se compose d'une entree avec WC separes, d'un grand sejour lumineux de 35m2 , de 3 chambres, d'une cuisine separee dinatoire et d'une grande salle de bain avec WC. Bien soumis au statut de la copropriete. Budget previsionnel 2856/an. Copropriete : Nb de lots : 12 Budget previsionnel a",http://www.explorimmo.com/annonce-6815056.html,Paris 2eme,1035000,Fortis Immo Paris 1 (century 21),"Vente appartement 4 pieces 112,4 m2","Nombre de pieces : 4, Surface : 112,4 m2, Nombre de chambres : 3, Etage : 3, Energie : NC, GES : NC"
